variable,variable_label,value_labels,r_class,missing_n,missing_percent,unique_n
m77,was child put on mother's chest and bare skin after birth,"no = 0 | put on chest, touching bare skin = 1 | put on chest, no touching of bare skin = 2 | put on chest, dk/missing on touching of bare skin = 3 | don't know = 8","haven_labelled, vctrs_vctr, double",3946,21.939286111419992,5
m77a,time after birth baby was put on bare skin,immediately = 0 | 24+ = 24 | don't know = 98,"haven_labelled, vctrs_vctr, double",15424,85.75558767930612,15
m78a,during first 2 days health provider: examine cord,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
m78b,during first 2 days health provider: measure temperature,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
m78c,during first 2 days health provider: signs baby needs medical attentions,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
m78d,during first 2 days health provider: counsel on breastfeeding,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
m78e,during first 2 days health provider: observe breastfeeding,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
m78f,during first 2 days health provider: measure blood pressure,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,3
m78g,during first 2 days health provider: discuss vaginal bleeding,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,3
m78h,during first 2 days health provider: discuss family planning,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,3
m78i,na - during first 2 days health provider: tell where to get help with breastfeed,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m78j,na - during first 2 days health provider: ask if have problems with urination,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m78k,na - during first 2 days health provider: ask if have pain,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m78l,na - during first 2 days health provider: ask if feel sad or depressed,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m78m,na - during first 2 days health provider: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m78n,na - during first 2 days health provider: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m78o,na - during first 2 days health provider: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m78p,na - during first 2 days health provider: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m80,pregnancy outcome for this section,most recent live birth = 1 | prior live birth = 2 | most recent stillbirth = 3 | prior stillbirth = 4 | miscarriage/abortion = 5,"haven_labelled, vctrs_vctr, double",0,0,5
m81a,place obtained iron tablets/syrup: teaching hospital,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81b,place obtained iron tablets/syrup: federal medical center,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81c,place obtained iron tablets/syrup: general hospital,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81d,place obtained iron tablets/syrup: primary health care center,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81e,place obtained iron tablets/syrup: primary health clinic,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81f,place obtained iron tablets/syrup: health post,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81g,place obtained iron tablets/syrup: other public sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81h,na - place obtained iron tablets/syrup: cs public sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m81i,na - place obtained iron tablets/syrup: cs public sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m81j,place obtained iron tablets/syrup: private hospital,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81k,place obtained iron tablets/syrup: pharmacy,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81l,place obtained iron tablets/syrup: private doctor,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81m,place obtained iron tablets/syrup: private clinic,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81n,place obtained iron tablets/syrup: patent & proprietary medicine vendors (ppmv),no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81o,place obtained iron tablets/syrup: mobile clinic,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81p,place obtained iron tablets/syrup: maternity center,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81q,place obtained iron tablets/syrup: other private medical center,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81r,na - place obtained iron tablets/syrup: cs private medical,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m81na,place obtained iron tablets/syrup: faith-based hospital,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81nb,place obtained iron tablets/syrup: faith-based clinic,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81nc,place obtained iron tablets/syrup: other ngo medical sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81nd,na - place obtained iron tablets/syrup: cs ngo,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m81ne,na - place obtained iron tablets/syrup: cs ngo,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m81s,place obtained iron tablets/syrup: shop,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81t,place obtained iron tablets/syrup: market,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81u,place obtained iron tablets/syrup: mass distribution campaign,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m81v,na - place obtained iron tablets/syrup: cs other sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m81w,na - place obtained iron tablets/syrup: cs other sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m81x,place obtained iron tablets/syrup: other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,2
m82,na - during pregnancy received food/cash through assistance program,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
ml0,type of mosquito bed net(s) child slept under last night,no net = 0 | only treated nets = 1 | both treated and untreated nets = 2 | only untreated nets = 3,"haven_labelled, vctrs_vctr, double",5191,28.861336595129544,4
ml1,number of times took fansidar during pregnancy,don't know = 98,"haven_labelled, vctrs_vctr, double",8998,50.02779939953297,49
ml2,source of antimalarial during pregnancy,antenatal visit = 1 | another facility visit = 2 | community health extension worker = 3 | other source = 6,"haven_labelled, vctrs_vctr, double",8998,50.02779939953297,4
mnb1,time after birth child was bathed,immediately = 0 | within first hour = 100 | hours: 1 = 101 | hours: number missing = 199 | days: 1 = 201 | days: number missing = 299 | don't know = 998,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,44
mnb3,device used to cut the cord,razor blade = 1 | knife = 2 | scissors = 3 | other = 6 | don't know = 8,"haven_labelled, vctrs_vctr, double",10326,57.41131991548982,5
mnb4,was the device new or had it been used before,new = 1 | used before = 2 | don't know = 8,"haven_labelled, vctrs_vctr, double",10408,57.86723006783053,3
mnb5,was the device boiled before used to cut the cord,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",10408,57.86723006783053,3
mnb6,anything applied to the cord from the time it was cut until it fell off,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
mnb7a,what was applied to the cord: chlorhexidine,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7b,"what was applied to the cord: other antiseptic (alcohol, spirit, gentian violet)",no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7c,what was applied to the cord: mustard oil,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7d,what was applied to the cord: ash,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7e,what was applied to the cord: animal dung,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7f,what was applied to the cord: spirit,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7g,what was applied to the cord: gentian violet,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7h,what was applied to the cord: other antiseptic (alcohol etc.),no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7i,what was applied to the cord: toothpaste,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7j,what was applied to the cord: vaseline,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7x,what was applied to the cord: other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb7z,what was applied to the cord: don't know,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",8814,49.004781496719666,2
mnb10,was chlorhexidine applied to the cord at any time,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",11347,63.08795730012232,3
mnb11,time after cord was cut chlorhexidine was first applied,immediately = 0 | within first hour = 100 | hours: 1 = 101 | hours: number missing = 199 | days: 1 = 201 | days: number missing = 299 | don't know = 998,"haven_labelled, vctrs_vctr, double",15257,84.82708773490492,37
mnb12,days chlorhexidine was applied to the cord,7+ = 7 | don't know = 8,"haven_labelled, vctrs_vctr, double",15257,84.82708773490492,8
mh3a,na - during antenatal care discussed: where to deliver baby,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh3b,"na - during antenatal care discussed: if wanted a relative, friend, neighbor dur",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh3c,na - during antenatal care discussed: transportation to delivery place,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh3d,na - during antenatal care discussed: source of funds for delivery,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh3e,na - during antenatal care discussed: asking someone as blood donor if necessary,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh3f,na - during antenatal care discussed: find healthcare provider to deliver child,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh3g,na - during antenatal care discussed: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh3h,na - during antenatal care discussed: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh3i,na - during antenatal care discussed: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh5,na - healthcare provider measure blood pressure before delivery,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh6,na - while in labor wanted to have someone by your side,no = 0 | yes = 1 | no labor/planned caesarean section = 2,"haven_labelled, vctrs_vctr, double",17986,100,0
mh7,na - while in labor the person you wanted by your side was with you,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
mh8,na - while in labor how much time the person you wanted by your side was allowed,some of the time = 1 | most of the time = 2 | all of the time = 3,"haven_labelled, vctrs_vctr, double",17986,100,0
mh9,na - reason the person you wanted by your side was not with you during labor,facility did not allow = 1 | absent for other reason = 2 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh10,na - during delivery wanted to have someone by your side,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
mh11,na - during delivery the person you wanted by your side was with you,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
mh12,na - during delivery how much time the person you wanted by your side was allowe,some of the time = 1 | most of the time = 2 | all of the time = 3,"haven_labelled, vctrs_vctr, double",17986,100,0
mh13,na - reason the person you wanted by your side was not with you during delivery,facility did not allow = 1 | absent for other reason = 2 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh14,na - was an instrument used to help pull out the baby,"no = 0 | yes, forceps = 1 | yes, suction = 2 | yes, don't know what instrument = 3 | don't know = 8","haven_labelled, vctrs_vctr, double",17986,100,0
mh15,na - while in labor or delivery did feel ignored/neglected by facility staff,facility did not allow = 1 | absent for other reason = 2 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh16,na - while in labor or delivery did have privacy,"no = 0 | yes, separate room = 1 | yes, curtains = 2 | yes, other = 6 | don't know = 8","haven_labelled, vctrs_vctr, double",17986,100,0
mh17a,na - at delivery place did healthcare providers: treated you with respect,not at all = 0 | all of the time = 1 | some of the time = 2,"haven_labelled, vctrs_vctr, double",17986,100,0
mh17b,na - at delivery place did healthcare providers: explained examinations/procedur,not at all = 0 | all of the time = 1 | some of the time = 2,"haven_labelled, vctrs_vctr, double",17986,100,0
mh17c,na - at delivery place did healthcare providers: took best care of you,not at all = 0 | all of the time = 1 | some of the time = 2,"haven_labelled, vctrs_vctr, double",17986,100,0
mh17d,na - at delivery place did healthcare providers: cs,not at all = 0 | all of the time = 1 | some of the time = 2,"haven_labelled, vctrs_vctr, double",17986,100,0
mh17e,na - at delivery place did healthcare providers: cs,not at all = 0 | all of the time = 1 | some of the time = 2,"haven_labelled, vctrs_vctr, double",17986,100,0
mh18a,na - during stay at health facility: shared bed with other patient,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh18b,na - during stay at health facility: rest/sleep on floor without mattress,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh18c,na - during stay at health facility: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh18d,na - during stay at health facility: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh19,na - during stay at health facility were denied medical services for lack of mon,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh20,na - were delayed or prevented to leave facility because of lack of payment,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh21a,na - during stay staff at health facility: slap you,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh21b,na - during stay staff at health facility: hit or punch you,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh21c,na - during stay staff at health facility: physically threaten you,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh21d,na - during stay staff at health facility: physically mistreat or harm you,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh21e,na - during stay staff at health facility: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh21f,na - during stay staff at health facility: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh22a,na - during stay staff at health facility: shout at you,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh22b,na - during stay staff at health facility: say or do something to humiliate you,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh22c,na - during stay staff at health facility: verbally threaten,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh22d,na - during stay staff at health facility: verbally mistreat you in any other wa,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh22e,na - during stay staff at health facility: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh22f,na - during stay staff at health facility: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh23,na - did health facility have toilet/latrine for patients,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh24,na - at any time wanted to use toilet/latrine but was not working,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
mh25,na - where did baby stay in first two days after birth,same room = 1 | separate room = 2 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
s107,province/state lived before moved to place of interview,fct-abuja = 1 | benue = 2 | kogi = 3 | kwara = 4 | nasarawa = 5 | niger = 6 | plateau = 7 | adamawa = 8 | bauchi = 9 | borno = 10 | gombe = 11 | taraba = 12 | yobe = 13 | jigawa = 14 | kaduna = 15 | kano = 16 | katsina = 17 | kebbi = 18 | sokoto = 19 | zamfara = 20 | abia = 21 | anambra = 22 | ebonyi = 23 | enugu = 24 | imo = 25 | akwa ibom = 26 | bayelsa = 27 | cross river = 28 | delta = 29 | edo = 30 | rivers = 31 | ekiti = 32 | lagos = 33 | ogun = 34 | ondo = 35 | osun = 36 | oyo = 37 | abroad = 96,"haven_labelled, vctrs_vctr, double",10260,57.04436784165462,38
s114,highest educational level,primary = 1 | secondary = 2 | higher = 3,"haven_labelled, vctrs_vctr, double",7315,40.670521516735235,3
s115,highest class at that level,less than one class = 0 | class 1 = 1 | class 2 = 2 | class 3 = 3 | class 4 = 4 | class 5 = 5 | class 6 = 6 | class 7 = 7 | class 8 = 8,"haven_labelled, vctrs_vctr, double",7315,40.670521516735235,9
sstate,state (codes are as per sample frame),sokoto = 1 | zamfara = 2 | katsina = 3 | jigawa = 4 | yobe = 5 | borno = 6 | adamawa = 7 | gombe = 8 | bauchi = 9 | kano = 10 | kaduna = 11 | kebbi = 12 | niger = 13 | fct = 14 | nasarawa = 15 | plateau = 16 | taraba = 17 | benue = 18 | kogi = 19 | kwara = 20 | oyo = 21 | osun = 22 | ekiti = 23 | ondo = 24 | edo = 25 | anambra = 26 | enugu = 27 | ebonyi = 28 | cross river = 29 | akwa ibom = 30 | abia = 31 | imo = 32 | rivers = 33 | bayelsa = 34 | delta = 35 | lagos = 36 | ogun = 37 | abroad = 96,"haven_labelled, vctrs_vctr, double",0,0,37
szone,zone (for final report),north central = 1 | north east = 2 | north west = 3 | south east = 4 | south south = 5 | south west = 6,"haven_labelled, vctrs_vctr, double",0,0,6
sstate1,state (for final report),fct-abuja = 1 | benue = 2 | kogi = 3 | kwara = 4 | nasarawa = 5 | niger = 6 | plateau = 7 | adamawa = 8 | bauchi = 9 | borno = 10 | gombe = 11 | taraba = 12 | yobe = 13 | jigawa = 14 | kaduna = 15 | kano = 16 | katsina = 17 | kebbi = 18 | sokoto = 19 | zamfara = 20 | abia = 21 | anambra = 22 | ebonyi = 23 | enugu = 24 | imo = 25 | akwa ibom = 26 | bayelsa = 27 | cross river = 28 | delta = 29 | edo = 30 | rivers = 31 | ekiti = 32 | lagos = 33 | ogun = 34 | ondo = 35 | osun = 36 | oyo = 37,"haven_labelled, vctrs_vctr, double",0,0,37
s816a,heard/seen family planning message: as for me and my partner,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",11825,65.74557989547426,2
s816b,heard/seen family planning message: unspaced children,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",11825,65.74557989547426,2
s816c,heard/seen family planning message: well-spaced children,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",11825,65.74557989547426,2
s816d,heard/seen family planning message: it's not too late,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",11825,65.74557989547426,2
s816e,heard/seen family planning message: why is your wife,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",11825,65.74557989547426,2
s816x,heard/seen family planning message: other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",11825,65.74557989547426,2
s916a,number of accumulated hours per day spent on unpaid domestic work,less than 6 hours = 1 | between 6-12 hours = 2 | more than 12 hours = 3 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,4
s916b,domestic work is the role of women,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",0,0,2
s1035b,knows husband/partner's hiv status,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1064,5.915712220616035,2
s1045e,offered hiv test,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",15505,86.20593795174024,3
s1047a,stis prevent women from getting pregnant in future,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,3
s1047b,stis prevent men from fathering children in future,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,3
s1109a,heard of tb,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109ba,way of tb spread: through coughing and sneezing,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109bb,way of tb spread: through sharing utensil,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109bc,way of tb spread: through touching a person with tb,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109bd,way of tb spread: through food,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109be,way of tb spread: through sexual contact,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109bf,way of tb spread: through mosquito bites,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109bx,way of tb spread: through other,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109bz,way of tb spread: don't know,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",0,0,2
s1109ca,sign and symtoms of tb: persistent cough (2 weeks or more),no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109cb,sign and symtoms of tb: coughing with sputum,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109cc,sign and symtoms of tb: weight loss,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109cd,sign and symtoms of tb: coughing blood,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109ce,sign and symtoms of tb: fever,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109cf,sign and symtoms of tb: night sweats,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109cg,sign and symtoms of tb: shortness of breath,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109ch,sign and symtoms of tb: loss of appetite,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109ci,sign and symtoms of tb: chest pain,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109cj,sign and symtoms of tb: fatigue/tiredness,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109cx,sign and symtoms of tb: other,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1109cz,sign and symtoms of tb: don't know,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",0,0,2
s1109d,tb can be cured,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",6376,35.449794284443456,3
s1109e,would keep it secret if family go tb,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",6376,35.449794284443456,3
s1109fa,belief about tb: individual with tb should be admitted until disease is over,disagree = 0 | agree = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",6376,35.449794284443456,3
s1109fb,belief about tb: individuals with tb should be supported to take drugs,disagree = 0 | agree = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",6376,35.449794284443456,3
s1109fc,belief about tb: will not marry from family with tb,disagree = 0 | agree = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",6376,35.449794284443456,3
s1109fd,belief about tb: will not use same toilet as someone with tb,disagree = 0 | agree = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",6376,35.449794284443456,3
s1109fe,belief about tb: people with tb brought it on themselves,disagree = 0 | agree = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",6376,35.449794284443456,3
s1109ff,belief about tb: having tb is a punishment from god,disagree = 0 | agree = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",6376,35.449794284443456,3
s1112a,heard of viral hepatitis b,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1112b,tested for viral hepatitis b,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7821,43.48382074947181,2
s1112c,result of test,negative = 0 | positive = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",16325,90.76503947514733,2
s1112d,treated for viral hepatitis b in last year,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17880,99.41065272990105,2
s1112e,vaccinated for hep b,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7821,43.48382074947181,3
s1112ea,heard of hep c,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1112eb,tested for hep c in last 12 months,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",14187,78.87801623484933,2
s1112ec,result of test,negative = 0 | positive = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17321,96.30267986211499,2
s1112ed,treated for hep c in last 12 months,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17968,99.8999221616813,2
s1112ga,tested during antenatal care: hep b,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",5615,31.21872567552541,3
s1112gb,tested during antenatal care: hep c,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",5615,31.21872567552541,3
s1112ha,result of test: hep b,negative = 0 | positive = 1 | not tested = 5 | no result/don't know = 8,"haven_labelled, vctrs_vctr, double",5615,31.21872567552541,4
s1112hb,result of test: hep c,negative = 0 | positive = 1 | not tested = 5 | no result/don't know = 8,"haven_labelled, vctrs_vctr, double",5615,31.21872567552541,4
s1112j,child vaccinated or treated for hep b,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17888,99.45513176915378,2
s1112k,heard of covid-19,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,3
s1112la,source of information: community health workers,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112lb,source of information: other frontline workers from i/ngo,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112lc,source of information: radio program,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
